reseau,nom_ville,adresse,email,telephone,url
AgenceAuto,sete,"4 QUAI Louis Pasteur, 34200 Sete",sete@agenceauto.com,,https://agenceauto.com/fr/fr/agences/sete
AgenceAuto,strasbourg-nord,"37 Route de Brumath, 67800 Hoenheim",strasbourgnord@agenceauto.com,,https://agenceauto.com/fr/fr/agences/strasbourg-nord
AgenceAuto,tignieu-jameyzieu,,samuel.dossantos@agenceauto.com,,https://agenceauto.com/fr/fr/agences/tignieu-jameyzieu
AgenceAuto,toulouse-fontenilles,"3 Impasse de Gascogne - ZA de l'Espèche, 31470 Fontenilles",fontenilles@agenceauto.com,,https://agenceauto.com/fr/fr/agences/toulouse-fontenilles
AgenceAuto,toulouse-nord,"2 allée de Longueterre, 31850 Montrabé",ivan.jeunang@agenceauto.com,,https://agenceauto.com/fr/fr/agences/toulouse-nord
AgenceAuto,toulouse-sud-est-labege,"71 Rue Ampère, 31670 Labège",walid.belkoussa@agenceauto.com,,https://agenceauto.com/fr/fr/agences/toulouse-sud-est-labege
AgenceAuto,tours,"9 rue Edouard Branly, 37170 Chambray-lès-Tours",tours@agenceauto.com,,https://agenceauto.com/fr/fr/agences/tours
AgenceAuto,troyes,"2 rue de Rome, 10300 Sainte-Savine",troyes@agenceauto.com,,https://agenceauto.com/fr/fr/agences/troyes
AgenceAuto,tulle,"1 Rue de la migration, 19000 Tulle",tulle@agenceauto.com,,https://agenceauto.com/fr/fr/agences/tulle
AgenceAuto,valenciennes,"225 Avenue de Denain, 59300 Valenciennes",valenciennes@agenceauto.com,,https://agenceauto.com/fr/fr/agences/valenciennes
AgenceAuto,vannes,"5 Avenue Président Franklin Roosevelt, 56000 Vannes",vannes@agenceauto.com,,https://agenceauto.com/fr/fr/agences/vannes
AgenceAuto,vernon,"5 Zone Artisanale de Toisy, 27620 Gasny",vernon@agenceauto.com,,https://agenceauto.com/fr/fr/agences/vernon
AgenceAuto,vesoul,"100 BOULEVARD DES ALLIES, 70000 Vesoul",vesoul@agenceauto.com,,https://agenceauto.com/fr/fr/agences/vesoul
AgenceAuto,viroflay,"150 Avenue du Général Leclerc, 78220 Viroflay",viroflay@agenceauto.com,"06 63 73 83 34, 06 76 50 27 12",https://agenceauto.com/fr/fr/agences/viroflay
AgenceAuto,wasquehal,"2 rue du centre, 59290 Wasquehal",villeneuvedascq@agenceauto.com,,https://agenceauto.com/fr/fr/agences/wasquehal
AgenceAuto,yerville,"115 Rue des laboureurs Zone d'activités du bois de l'arc, 76760 Yerville",yerville@agenceauto.com,,https://agenceauto.com/fr/fr/agences/yerville
Simplicicar,meximieux,"11 Imp. de la Leppe,
01800 Meximieux",,06 74 29 31 79,https://www.simplicicar.com/content/11-concession-meximieux
Simplicicar,soissons,"140 Rte de Reims,
02200 Billy sur Aisne",,03 60 71 99 46,https://www.simplicicar.com/content/100-concession-soissons
Simplicicar,vichy,"15 Bd d'Alsace Lorraine,
03300 Cusset",,06 80 17 39 95,https://www.simplicicar.com/content/103-concession-vichy
Simplicicar,cannes,"82 Av. Maréchal Juin,
06400 Cannes",,07 88 42 62 88,https://www.simplicicar.com/content/106-concession-cannes
Simplicicar,nice,"76 Av. des Baumettes,
06000 Nice",,"06 67 59 54 06, 09.2006-12.20",https://www.simplicicar.com/content/109-concession-nice
Simplicicar,pamiers,"262E rue André-Marie Ampère 
09120 Varilhes",,06 99 45 84 24,https://www.simplicicar.com/content/770-concession-pamiers
Simplicicar,troyes,"17 Rue des Valères,
10600 Barberey-Saint-Sulpice",,06 69 09 14 29,https://www.simplicicar.com/content/112-concession-troyes
Simplicicar,carcassonne,"70 All. Gilles de Roberval,
11000 Carcassonne",,06 87 76 85 66,https://www.simplicicar.com/content/115-concession-carcassonne
Simplicicar,narbonne,"24 Av. du Champ de Mars,
11100 Narbonne",,06 87 62 32 02,https://www.simplicicar.com/content/118-concession-narbonne
Simplicicar,rodez,"44 Rte de Sévérac,
12850 Onet-le-Château",,06 10 13 07 06,https://www.simplicicar.com/content/793-concession-rodez
Simplicicar,la-ciotat,"564 Av. des Rosiers,
13600 La Ciotat",,07 85 61 47 28,https://www.simplicicar.com/content/121-concession-la-ciotat
Simplicicar,marignane,"6 Voie de l'Irlande,
13127 Vitrolles",,07 49 28 83 19,https://www.simplicicar.com/content/124-concession-marignane
Simplicicar,salon,"335 Rue du Remoulaire,
13300 Salon-de-Provence",,06 99 05 59 07,https://www.simplicicar.com/content/128-concession-salon
Simplicicar,caen,"All. du Grand Clos ZA le,
14320 Saint-André-sur-Orne",,02 31 38 84 19,https://www.simplicicar.com/content/131-concession-caen
Simplicicar,royan,"17 Rue Gustave Eiffel,
17200 Saint-Sulpice-de-Royan",,05 46 36 83 85,https://www.simplicicar.com/content/134-concession-royan
Simplicicar,brive,"1 Rue Henri de Montherlant,
19360 Malemort",,05 55 74 91 53,https://www.simplicicar.com/content/137-concession-brive
Simplicicar,beaune,"170 ZA les Bruottees,
21200 Vignoles",,03 80 21 24 25,https://www.simplicicar.com/content/140-concession-beaune
Simplicicar,dijon,"1633 Rte de Gray,
21850 Saint-Apollinaire",,06 73 73 30 38,https://www.simplicicar.com/content/143-concession-dijon
Simplicicar,besancon,"1 Rue Robert Schuman,
25410 Saint-Vit",,03 81 51 42 01,https://www.simplicicar.com/content/146-concession-besancon
Simplicicar,pontarlier,"23 Rue Dr Jean Michel,
25300 Vuillecin",,03 70 88 67 20,https://www.simplicicar.com/content/149-concession-pontarlier
Simplicicar,valence,"93 Rue Léon Gaumont,
26000 Valence",,06 32 00 12 88,https://www.simplicicar.com/content/152-concession-valence
Simplicicar,evreux,"563 Rue Gay Lussac,
27000 Évreux",,06 59 23 67 07,https://www.simplicicar.com/content/155-concession-evreux
Simplicicar,vernon,"8 Av. Winston Churchill,
27200 Vernon",,06 65 72 60 34,https://www.simplicicar.com/content/158-concession-vernon
Simplicicar,brest,"5 Rue Eugène Bourdon,
29490 Guipavas",,06 23 73 32 06,https://www.simplicicar.com/content/161-concession-brest
Simplicicar,nimes,"200 Avenue Maurice Trintignant,
30900 Nîmes",,04 11 71 98 33,https://www.simplicicar.com/content/164-concession-nimes
Simplicicar,vauvert,"519 Av. Côté Soleil,
30600 Vauvert",,06 75 98 37 65,https://www.simplicicar.com/content/167-concession-vauvert
Simplicicar,https://www.simplicicar.com/content/170-oncession-st-gaudens,"24 Av. du Maréchal Foch,
31800 Labarthe-Rivière",,05 62 00 34 47,https://www.simplicicar.com/content/170-oncession-st-gaudens
Simplicicar,toulouse-nord,"109 Rte de Paris,
31150 Fenouillet",,07 60 69 14 14,https://www.simplicicar.com/content/173-concession-toulouse-nord
Simplicicar,toulouse-sud,"7 Bis Chem. des Moles,
31120 Pinsaguel",,06 68 49 61 87,https://www.simplicicar.com/content/176-concession-toulouse-sud
Simplicicar,merignac,"6 Avenue Andromède
33160 Saint-Médard-en-Jalles",,06 49 50 99 08,https://www.simplicicar.com/content/179-concession-merignac
Simplicicar,montpellier,"85 Rue Rosa Luxemburg,
34070 Montpellier",,07 69 60 41 64,https://www.simplicicar.com/content/182-concession-montpellier
Simplicicar,rennes,"Rue du Courtil,
35170 Bruz",,02 23 44 78 20,https://www.simplicicar.com/content/185-concession-rennes
Simplicicar,tours,"5 Les Cinq Arpents,
37250 Sorigny",,02 47 35 91 59,https://www.simplicicar.com/content/188-concession-tours
Simplicicar,nord-isere,"71 Route de Loyettes,
38230 Tignieu-Jameyzieu",,06 70 09 58 72,https://www.simplicicar.com/content/629-concession-nord-isere
Simplicicar,vienne,"85 Rte de la Sévenne,
38200 Vienne",,04 82 62 91 62,https://www.simplicicar.com/content/194-concession-vienne
Simplicicar,veauche,"5 Bis Rue Edouard Garet,
42160 Andrézieux-Bouthéon",,06 88 57 15 18,https://www.simplicicar.com/content/197-concession-veauche
Simplicicar,moto-veauche,"33 Ave de la Libération,
42340 Veauche",,06 67 51 20 24,https://www.simplicicar.com/content/615-concession-moto-veauche
Simplicicar,puy-en-velay,"354 Rue Jean-Baptiste Lamarck,
43700 Saint-Germain-Laprade",,"04.2008-12.20, 09 70 50 41 51",https://www.simplicicar.com/content/200-concession-puy-en-velay
Simplicicar,orleans,"Batiment 2,
45750 Saint-Pryvé-Saint-Mesmin",,06 71 92 39 61,https://www.simplicicar.com/content/203-concession-orleans
Simplicicar,angers,"12 Av. du Pin,
49070 Beaucouzé",,07 64 45 55 41,https://www.simplicicar.com/content/206-concession-angers
Simplicicar,reims,"152 Av. du Champ Paveau,
51430 Tinqueux",,06 71 20 84 60,https://www.simplicicar.com/content/209-concession-reims
Simplicicar,nancy,"1 Rue Théophraste Renaudot,
54180 Houdemont",,"06 32 60 22 97, 07.2010-02.20",https://www.simplicicar.com/content/212-concession-nancy
Simplicicar,lorient,"12 Rue Lavoisier,
56530 Quéven",,02 97 59 83 77,https://www.simplicicar.com/content/625-concession-lorient
Simplicicar,vannes,"12 Rue Duguay Trouin,
56450 Theix-Noyalo",,02 97 01 32 74,https://www.simplicicar.com/content/215-concession-vannes
Simplicicar,dunkerque,"252 Bis Rte du Chapeau Rouge,
59229 Téteghem-Coudekerque-Village",,06 11 77 33 33,https://www.simplicicar.com/content/218-concession-dunkerque
Simplicicar,lille,"33 rue Bernard Ruyant,
59110 La Madeleine",,03 20 77 44 79,https://www.simplicicar.com/content/221-concession-lille
Simplicicar,beauvais,"20 Av. Blaise Pascal,
60000 Beauvais",,06 85 56 32 45,https://www.simplicicar.com/content/224-concession-beauvais
Simplicicar,compiegne,"3 Rue Ferdinand de Lesseps,
60200 Compiègne",,03 74 47 49 19,https://www.simplicicar.com/content/227-concession-compiegne
Simplicicar,st-maximin,"Rue Albert Einstein,
60740 Saint-Maximin",,03 44 26 02 97,https://www.simplicicar.com/content/230-concession-st-maximin
Simplicicar,arras,"Av. d'Immercourt,
62223 Saint-Laurent-Blangy",,09 74 97 21 45,https://www.simplicicar.com/content/234-concession-arras
Simplicicar,saint-omer,"4 Rte de Blendecques,
62219 Longuenesse",,06 74 29 31 79,https://www.simplicicar.com/content/373-concession-saint-omer
Simplicicar,pau,"750 Rue de la Vall. d'Ossau,
64121 Serres-Castet",,05 59 02 90 76,https://www.simplicicar.com/content/237-concession-pau
Simplicicar,perpignan,"16 Rue du Paradis,
66200 Alénya",,09 78 80 70 05,https://www.simplicicar.com/content/240-concession-perpignan
Simplicicar,strasbourg,"1 Rue Bernard Stalter,
67114 Eschau",,06 42 79 24 91,https://www.simplicicar.com/content/243-concession-strasbourg
Simplicicar,colmar,"Rue du Parc,
68125 Houssen",,03 89 77 03 14,https://www.simplicicar.com/content/248-concession-colmar
Simplicicar,lyon-nord,"150 Rue Ampère,
69730 Genay",,06 80 81 52 31,https://www.simplicicar.com/content/251-concession-lyon-nord
Simplicicar,lyon-ouest,"7 Chem. de Sacuny,
69530 Brignais",,04 87 61 14 20,https://www.simplicicar.com/content/254-concession-lyon-ouest
Simplicicar,st-priest,"1 Avenue du Progrès
69800 Saint-Priest",,06 65 72 78 91,https://www.simplicicar.com/content/729-concession-st-priest
Simplicicar,la-fleche,"14 Av. de Verdun,
72200 La Flèche",,02 43 96 15 18,https://www.simplicicar.com/content/257-concession-la-fleche
Simplicicar,aix-les-bains,"400 Rue de l'Érier,
73290 La Motte-Servolex",,04 79 79 15 39,https://www.simplicicar.com/content/264-concession-aix-les-bains
Simplicicar,annecy,"27 Rte de Nanfray,
74960 Annecy",,04 28 38 59 98,https://www.simplicicar.com/content/267-concession-annecy
Simplicicar,genevois,"370 Ave des Jourdies
74800 Saint Pierre en Faucigny",,04 50 25 28 99,https://www.simplicicar.com/content/272-concession-genevois
Simplicicar,paris-15,"1 Vla Croix Nivert,
75015 Paris",,07 60 84 43 32,https://www.simplicicar.com/content/275-concession-paris-15
Simplicicar,paris-17eme,"95 Av. des Ternes,
75017 Paris",,01 40 68 76 10,https://www.simplicicar.com/content/278-concession-paris-17eme
Independant,https://www.lautomobileparis.fr/,,"contact@lautomobileparis.fr, mediateur@mediateur-mobilians.fr","+330189701011, 01 89 70 10 11, 09 70 68 04 60",https://www.lautomobileparis.fr/
Independant,https://www.carpole-occasions.fr/,,,"0353176696, 0535057855",https://www.carpole-occasions.fr/
Independant,https://www.daautosport.fr/details-depot+vente+par+un+professionnel+sur+lyon-536,,"devis@daautosport.com, leo@daautosport.com",04 69 00 14 45,https://www.daautosport.fr/details-depot+vente+par+un+professionnel+sur+lyon-536
Independant,https://www.tridentlyon.com/depot-vente-automobile/,,,"0189646000, 02 99 27 75 92, 06 11 45 09 89, 09 63 25 11 39",https://www.tridentlyon.com/depot-vente-automobile/
Independant,https://rd-motors.fr/depots-ventes/,,contact@rd-motors.fr,+33422916761,https://rd-motors.fr/depots-ventes/
Independant,https://lyon-autos-expo.fr/depot-vente/,,,"03 2002 2001, 04 74 67 56 27, 06 2005 2004, 09 2008 2007",https://lyon-autos-expo.fr/depot-vente/
Independant,https://www.motorstore-france.com/motorstore+depot+vente+d+automobiles+de+prestige+et+de+sport+a+marseille+13+dans+les+bouches-du-rhone-z223,,motorstorefrance@gmail.com,"+33601372109, 04 26 85 36 78, 07 77 37 62 75",https://www.motorstore-france.com/motorstore+depot+vente+d+automobiles+de+prestige+et+de+sport+a+marseille+13+dans+les+bouches-du-rhone-z223
Independant,https://www.buy-car-auto.fr/,,buyacarauto@hotmail.fr,"04 95 08 85 63, 06 20 01 88 12, 0834956001, 09 82 53 21 12",https://www.buy-car-auto.fr/
Independant,https://www.garagebriffaut.fr/,,contact@garagebriffaut.fr,"+33611516790, 04 26 85 08 19, 04 69 00 21 54",https://www.garagebriffaut.fr/
Independant,https://www.carstoulouse.fr/depot-vente-w1,,contact@carstoulouse.fr,+33540251513,https://www.carstoulouse.fr/depot-vente-w1
Independant,https://www.bf-automobiles.com/,,contact@bf-automobiles.com,05 61 34 15 04,https://www.bf-automobiles.com/
Independant,https://www.depotventeauto.fr/,,,+33540325195,https://www.depotventeauto.fr/
Independant,https://www.ac-youngtimer.fr/depot-vente,,contact@ac-youngtimer.fr,06.13.24.04.78,https://www.ac-youngtimer.fr/depot-vente
Independant,https://lille.viaautomobile.com/garage-depot-vente-lille,,,03 74 47 01 44,https://lille.viaautomobile.com/garage-depot-vente-lille
Independant,https://www.grandlilleauto.fr/,,grandlilleautos@gmail.com,"03-20-50-94-94, 0620509494",https://www.grandlilleauto.fr/
Independant,https://www.classic-cruising-automobile.com/depot-vente/c-28.html,,,06 14 01 43 85,https://www.classic-cruising-automobile.com/depot-vente/c-28.html
Independant,https://www.jbmotors.fr/prestations/depot-vente/,,,"+33240507656, 02 40 50 76 56, 0240507656",https://www.jbmotors.fr/prestations/depot-vente/
Independant,https://www.backcar.fr/agences/nantes,,,"06 56 69 70 40, 06 61 99 27 64, 06 64 19 94 54, 06 67 97 79 14, 07 54 35 67 47",https://www.backcar.fr/agences/nantes
Independant,https://dgselectcars.fr/depot-vente,,info@dgselectcars.com,"04 92 02 95 13, 04.92.02.95.13",https://dgselectcars.fr/depot-vente
Independant,https://cedric-vaslin.fr/achat+et+depot+vente+de+voiture+de+luxe+ancienne+et+prestige+a+nice+dans+les+alpes-maritimes-z10,,cedric@collection-privee-automobile.com,"""+33 6 20 52 02 40"", +33 6 20 52 02 40, 06 20 52 02 40",https://cedric-vaslin.fr/achat+et+depot+vente+de+voiture+de+luxe+ancienne+et+prestige+a+nice+dans+les+alpes-maritimes-z10
Independant,https://www.rachatvoituremontpellier.fr/activites-depot+vente+de+voiture+montpellier+herault-9,,conseiller@autostock-montpellier.fr,"+33426850796, 04 26 85 07 96",https://www.rachatvoituremontpellier.fr/activites-depot+vente+de+voiture+montpellier+herault-9
Independant,https://www.goupil-automobile.fr/,,contact@goupil-automobile.fr,"+33234882194, 02 34 88 21 94",https://www.goupil-automobile.fr/
Independant,https://www.carsncaux.fr/,,carsncaux@gmail.com,"+33666179345, 04.44.44.60.40, 06.66.17.93.45",https://www.carsncaux.fr/
Independant,https://www.prestigeautomobile.fr/depot-vente-w1,,sasprestigeautomobile@gmail.com,"+33244101689, 02 44 10 16 89",https://www.prestigeautomobile.fr/depot-vente-w1
Independant,https://rouen-nord.viaautomobile.com/via-automobile-rouen-nord-votre-garage-depot-vente,,,06 30 75 89 63,https://rouen-nord.viaautomobile.com/via-automobile-rouen-nord-votre-garage-depot-vente
Independant,https://strasbourg-ouest.viaautomobile.com/via-automobile-strasbourg-ouest-votre-garage-depot-vente,,,03 88 28 61 24,https://strasbourg-ouest.viaautomobile.com/via-automobile-strasbourg-ouest-votre-garage-depot-vente
JVVA,ANTONY,,antony@jevendsvotreauto.com,0845216000 (standard national),https://jevendsvotreauto.com/
JVVA,APPOIGNY,,appoigny@jevendsvotreauto.com,0845216000 (standard national),https://jevendsvotreauto.com/
JVVA,ARGELES,,argeles@jevendsvotreauto.com,0845216000 (standard national),https://jevendsvotreauto.com/
JVVA,ARLES,,arles@jevendsvotreauto.com,0845216000 (standard national),https://jevendsvotreauto.com/
JVVA,AUBAGNE,,aubagne@jevendsvotreauto.com,0845216000 (standard national),https://jevendsvotreauto.com/
JVVA,BASTIA,,bastia@jevendsvotreauto.com,0845216000 (standard national),https://jevendsvotreauto.com/
JVVA,BAYONNE,,bayonne@jevendsvotreauto.com,0845216000 (standard national),https://jevendsvotreauto.com/agence-de-bayonne/
JVVA,BEAUNE,,beaune@jevendsvotreauto.com,0845216000 (standard national),https://jevendsvotreauto.com/
JVVA,BERNAY,,bernay@jevendsvotreauto.com,0845216000 (standard national),https://jevendsvotreauto.com/
JVVA,BEZIERS,,beziers@jevendsvotreauto.com,0845216000 (standard national),https://jevendsvotreauto.com/agence-de-beziers/
JVVA,CLERMONT34,,clermont34@jevendsvotreauto.com,0845216000 (standard national),https://jevendsvotreauto.com/
JVVA,COLMAR,,colmar@jevendsvotreauto.com,0845216000 (standard national),https://jevendsvotreauto.com/
JVVA,DIJON,,dijon@jevendsvotreauto.com,0845216000 (standard national),https://jevendsvotreauto.com/
JVVA,LAROCHELLE,,larochelle@jevendsvotreauto.com,0845216000 (standard national),https://jevendsvotreauto.com/
JVVA,LENEUBOURG,,leneubourg@jevendsvotreauto.com,0845216000 (standard national),https://jevendsvotreauto.com/
JVVA,MELUN,,melun@jevendsvotreauto.com,0845216000 (standard national),https://jevendsvotreauto.com/agence-de-melun/
JVVA,MONTELIMAR,,montelimar@jevendsvotreauto.com,0845216000 (standard national),https://jevendsvotreauto.com/agence-de-montelimar/
JVVA,MONTPELLIER,,montpellier@jevendsvotreauto.com,0845216000 (standard national),https://jevendsvotreauto.com/agence-de-montpellier/
JVVA,MULHOUSE,,mulhouse@jevendsvotreauto.com,0845216000 (standard national),https://jevendsvotreauto.com/
JVVA,ROMANS,,romans@jevendsvotreauto.com,0845216000 (standard national),https://jevendsvotreauto.com/agence-de-romans/
JVVA,ROZAY,,rozay@jevendsvotreauto.com,0845216000 (standard national),https://jevendsvotreauto.com/
JVVA,SAINTES,,saintes@jevendsvotreauto.com,0845216000 (standard national),https://jevendsvotreauto.com/
JVVA,SAINTLAURENT,,saintlaurent@jevendsvotreauto.com,0845216000 (standard national),https://jevendsvotreauto.com/
JVVA,SALLANCHES,,sallanches@jevendsvotreauto.com,0845216000 (standard national),https://jevendsvotreauto.com/
JVVA,SANTENY,,santeny@jevendsvotreauto.com,0845216000 (standard national),https://jevendsvotreauto.com/agence-de-santeny/
JVVA,TOULOUSE,,toulouse@jevendsvotreauto.com,0845216000 (standard national),https://jevendsvotreauto.com/
JVVA,TOURVILLE,,tourville@jevendsvotreauto.com,0845216000 (standard national),https://jevendsvotreauto.com/agence-de-tourville-la-riviere/
JVVA,VALENCE,,valence@jevendsvotreauto.com,0845216000 (standard national),https://jevendsvotreauto.com/agence-de-valence/
AuvergneCentralAuto,Clermont-Ferrand,,,"04 73 14 20 24, 06 69 15 99 58",https://www.auvergne-central-auto.fr/depot-vente/
LeLoftAuto,Rennes,,contact@leloftauto.fr,06.70.37.41.86,https://leloftauto.fr/
MRMAuto,Rennes,,contact@mrmauto.fr,02 23 27 91 38,https://www.mrmauto.fr/
RennesAutomobiles,Rennes,,,"02 23 46 43 93, 02 99 54 26 21",https://www.rennesautomobiles.com/
THAutomobiles,,,,"02 55 99 50 25, 06 74 49 53 27",https://www.thautomobiles.fr/
